ID,Job,jobs2016,jobs2015,jobs2014,jobs2013,jobs2012,jobs2011,earnings2016,earnings2015,earnings2014,earnings2013,earnings2012,earnings2011
HD01_VD51,Credit analysts,26382,25831,26676,23011,24118,22786,53909,51742,51701,53869,51994,51626
HD01_VD294,"Credit authorizers, checkers, and clerks",30897,44112,38097,40119,34737,41234,41698,37200,37407,36579,37977,35753
HD01_VD56,Credit counselors and loan officers,292543,273231,270825,285649,284591,267088,59219,55986,55515,54535,52480,52048
HD01_VD219,Crossing guards,10864,11204,11937,8589,9335,10802,32538,32430,31936,31094,25632,32495
HD01_VD471,"Crushing, grinding, polishing, mixing, and blending workers",66068,76006,77424,70478,75023,70694,37087,36668,36940,36849,34294,35487
HD01_VD295,Customer service representatives,1782634,1718122,1669991,1589129,1563088,1491623,33442,32317,32332,31913,31824,31894
HD01_VD472,Cutting workers,51485,49997,47784,49849,44794,50482,30780,30116,28343,29415,27906,29555
HD01_VD429,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",73711,75548,67361,75234,70926,73053,32249,33733,32109,31664,31491,31988
HD01_VD148,Dancers and choreographers,6556,7439,8058,5424,8609,4914,31342,39519,30666,31678,37178,24419
HD01_VD321,Data entry keyers,218791,229754,236645,235336,253191,253756,32441,32124,31421,31745,31446,31145
HD01_VD67,Database administrators,99602,98628,102296,101323,96211,89224,81082,76971,77455,75824,75673,74960
HD01_VD197,Dental assistants,167955,165817,160356,147438,143719,152314,31226,31502,31154,30308,30523,30525
HD01_VD184,Dental hygienists,71498,68943,62115,61825,60859,54540,56632,59700,57014,52043,54242,52567
HD01_VD162,Dentists,93294,95713,103211,97562,101614,99643,150132,150649,150041,141557,140543,144534
HD01_VD369,"Derrick, rotary drill, and service unit operators, oil, gas, and mining",15635,26818,30927,29652,28260,23964,70098,70632,66914,67369,60872,60919
HD01_VD144,Designers,628865,608355,574431,552419,534418,501591,51768,51545,50005,50461,49795,48687
HD01_VD323,Desktop publishers,1413,2316,1847,3241,3022,2061,38949,50667,50779,46502,46389,48200
HD01_VD211,Detectives and criminal investigators,112869,118191,122800,117375,119075,115400,76604,76843,74362,71169,70910,70042
HD01_VD185,Diagnostic related technologists and technicians,263276,259914,243730,237127,238743,227661,58828,56328,55288,55482,54792,55080
HD01_VD163,Dietitians and nutritionists,70729,61678,66139,61437,56425,55821,49841,50322,47909,47997,46872,50143
HD01_VD231,Dining room and cafeteria attendants and bartender helpers,91150,103325,106948,86785,92473,94822,21276,20922,20330,19562,19792,19351
HD01_VD125,"Directors, religious activities and education",45090,47490,45159,34970,32959,33044,44160,41935,41937,40736,41008,42215
HD01_VD232,Dishwashers,110513,106946,108067,102959,97644,100336,19808,18589,17764,17307,17462,17041
HD01_VD310,Dispatchers,246262,238287,244363,235227,238707,221588,38780,39323,37688,36730,37161,36919
HD01_VD277,"Door-to-door sales workers, news and street vendors, and related workers",49513,56544,54795,55838,57210,54247,30475,26639,27326,25624,26666,25974
HD01_VD94,Drafters,132332,124921,124795,124267,128117,130446,52899,51609,51324,51609,50810,50565
HD01_VD515,"Dredge, excavating, and loading machine operators",27092,27041,24385,26394,27161,28762,42058,40540,45314,41841,41547,40605
HD01_VD430,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",4257,1355,4392,4002,4039,3858,40872,38397,37299,35366,31501,27826
HD01_VD497,Driver/sales workers and truck drivers,2695081,2644153,2569929,2472147,2443322,2249122,42200,41834,40913,40588,40425,39329
HD01_VD348,"Drywall installers, ceiling tile installers, and tapers",97916,99710,94066,87974,64582,58994,31344,30805,28979,29120,27867,28245
HD01_VD370,"Earth drillers, except oil and gas",19354,20248,23041,22569,18834,22747,45658,51088,53328,52212,47466,48900
HD01_VD107,Economists,21747,22836,19978,20957,20591,23072,109562,103467,110548,105834,102395,102535
HD01_VD154,Editors,125387,126515,121275,117721,117623,102538,55140,54548,53892,52746,51927,52262
HD01_VD19,Education administrators,747962,725830,722529,708239,685008,696078,70748,70002,68868,66889,66755,65416
HD01_VD381,"Electric motor, power tool, and related repairers",19319,20499,20957,21134,21283,22466,45532,43957,48968,50157,42378,42071
HD01_VD84,Electrical and electronics engineers,186214,190417,189028,180122,194563,196827,96538,92880,92224,91895,91260,89673
HD01_VD382,"Electrical and electronics installers and repairers, transportation equipment",1414,1418,972,1633,2030,3433,50787,31217,55676,50636,56207,53540
HD01_VD383,"Electrical and electronics repairers, industrial and utility",11642,11609,10327,10426,11040,13269,61825,72062,69019,65252,63011,62373
HD01_VD402,Electrical power-line installers and repairers,106191,109620,99261,99444,101212,100716,70012,72202,70579,70022,66429,64449
HD01_VD415,"Electrical, electronics, and electromechanical assemblers",105464,106600,105081,116834,113274,116195,31438,30522,29466,30144,29705,28031
HD01_VD349,Electricians,647922,639345,591640,583544,572720,503202,51278,50185,49809,49969,49226,48029
HD01_VD384,"Electronic equipment installers and repairers, motor vehicles",6365,10870,10304,8864,12598,14497,33643,48534,42208,40489,39291,42046
HD01_VD385,Electronic home entertainment equipment installers and repairers,30552,33359,31737,33927,36224,43093,41409,40129,40723,41295,37155,36503
HD01_VD134,Elementary and middle school teachers,2398445,2316620,2315762,2282888,2271307,2171211,50659,50192,49832,48874,49478,49325
HD01_VD362,Elevator installers and repairers,22574,21275,20992,20339,21407,22394,84181,82347,88901,85914,79619,80507
HD01_VD296,"Eligibility interviewers, government programs",73673,63758,65854,65971,63105,62214,41945,40640,41195,41398,41246,41588
HD01_VD249,Embalmers and funeral attendants,6580,7477,5333,6643,5548,7212,29048,37124,32270,26042,30935,30376
HD01_VD30,Emergency management directors,7304,6950,6951,6422,7020,8107,68834,61161,68901,73381,66224,72979
HD01_VD186,Emergency medical technicians and paramedics,167315,157142,161288,157684,143623,146793,42373,40915,42006,41670,41325,42401
HD01_VD416,Engine and other machine assemblers,11383,10601,11797,10950,11606,12125,45794,41498,43804,40939,41871,36696
HD01_VD95,"Engineering technicians, except drafters",319240,316833,344546,371566,345041,337710,55953,55024,52925,54623,53338,53796
HD01_VD93,"Engineers, all other",471817,474766,446166,439749,410551,385561,93058,92062,90963,90913,87513,86132
HD01_VD150,"Entertainers and performers, sports and related workers, all other",18325,17704,18169,14230,15112,18045,39303,40012,37299,40633,32827,41663
HD01_VD85,Environmental engineers,27552,25754,23435,25988,29975,24085,80421,80846,83190,77406,77115,76398
HD01_VD105,Environmental scientists and geoscientists,63449,58056,61131,65341,62397,60901,72831,77010,74949,71065,71224,70898
HD01_VD485,Etchers and engravers,8059,7020,6350,6620,5757,7755,32736,30770,32366,31708,28956,28601
HD01_VD371,"Explosives workers, ordnance handling experts, and blasters",9819,7931,7651,10755,8134,8897,54454,50965,56525,49568,56689,54102
HD01_VD426,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",12248,10559,10628,10880,10108,10605,36047,38439,36487,38438,35545,35512
HD01_VD473,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",23961,22120,25281,21803,24023,27395,36321,32536,35956,34475,34080,33249
HD01_VD458,Fabric and apparel patternmakers,2114,1816,2304,2639,1906,4297,61630,58625,51661,52694,55842,54714
HD01_VD17,"Farmers, ranchers, and other agricultural managers",451680,478065,476355,499775,499022,483188,41404,41566,41416,40638,39443,36452
HD01_VD363,Fence erectors,22014,18028,17946,17578,15668,18005,30844,28857,30148,30664,29816,28607
HD01_VD297,File clerks,137412,148742,164174,189148,204351,200724,34159,32320,31981,32442,32110,32247
HD01_VD52,Financial analysts,194932,191432,180971,65367,56911,65097,82415,80779,78843,84140,87396,83453
HD01_VD290,"Financial clerks, all other",102650,105595,94393,95267,81226,73976,55627,50192,46241,50176,44735,43138
HD01_VD55,Financial examiners,14812,11144,11708,10413,13139,13741,79594,79197,80648,71779,74450,67058
HD01_VD10,Financial managers,1067163,1075868,1015563,990611,976247,964121,76178,75203,72464,70456,67791,66634
HD01_VD59,"Financial specialists, all other",47467,49449,54692,58785,58997,64578,61271,64187,61982,61323,55419,52363
HD01_VD209,Fire inspectors,19259,17545,15969,16734,17512,15949,60006,55762,56286,56114,55073,53825
HD01_VD208,Firefighters,265198,254678,278058,256196,262997,259942,67598,65336,65037,62189,62369,62342
HD01_VD339,First-line supervisors of construction trades and extraction workers,670638,648913,608875,601644,636680,616433,59536,57174,57855,55843,54380,53592
HD01_VD204,First-line supervisors of correctional officers,55565,55327,54772,49105,53229,57591,51570,53522,51123,49986,51347,52216
HD01_VD331,"First-line supervisors of farming, fishing, and forestry workers",50964,50333,44409,50720,50124,46075,41273,40351,40046,38025,36820,39633
HD01_VD206,First-line supervisors of fire fighting and prevention workers,44941,44798,39947,47968,40054,48027,90571,86453,84250,86462,81972,79746
HD01_VD223,First-line supervisors of food preparation and serving workers,409285,375654,361486,374711,368174,382065,25713,25510,24662,24828,24151,24490
HD01_VD241,First-line supervisors of gaming workers,18772,19441,18128,58437,56658,58611,45671,43523,44452,41245,40916,40355
HD01_VD235,First-line supervisors of housekeeping and janitorial workers,173482,182574,175328,182546,184914,197332,36399,34676,36071,35629,36030,34569
HD01_VD236,"First-line supervisors of landscaping, lawn service, and groundskeeping workers",128673,122309,113497,112776,116380,130253,40635,39862,40065,38990,36989,37243
HD01_VD377,"First-line supervisors of mechanics, installers, and repairers",245683,251388,247081,243639,251201,248573,60447,58657,56080,56777,55813,55252
HD01_VD262,First-line supervisors of non-retail sales workers,1074798,1083898,1073544,1030338,961185,974635,65016,62028,61010,60403,57612,56696
HD01_VD279,First-line supervisors of office and administrative support workers,1187429,1172641,1146803,1126495,1160309,1167639,50070,47727,47166,46725,46320,45708
HD01_VD242,First-line supervisors of personal service workers,74093,68182,60234,98491,98234,132251,32240,31871,32818,33932,33957,32140
HD01_VD205,First-line supervisors of police and detectives,100335,94175,99163,102581,87016,109832,79259,80336,76115,73155,77269,74575
HD01_VD413,First-line supervisors of production and operating workers,836803,817787,816079,802370,795984,769815,52520,52183,51771,51796,51105,51250
HD01_VD207,"First-line supervisors of protective service workers, all other",66575,64548,67352,73041,74823,76921,49305,49384,50683,47876,44088,46101
HD01_VD261,First-line supervisors of retail sales workers,2677578,2584676,2548184,2563806,2525343,2441074,40573,39844,38807,38265,38893,38262
HD01_VD212,Fish and game wardens,4716,4175,5090,3308,4456,3088,52265,50041,50428,44924,48065,48279
HD01_VD336,Fishing and hunting workers,21825,18994,19945,21018,18257,22663,31986,37740,31952,33226,31395,35891
HD01_VD494,Flight attendants,53686,50153,50986,43455,46857,48774,48586,47492,44303,42687,41748,41004
HD01_VD421,"Food and tobacco roasting, baking, and drying machine operators and tenders",8787,8298,5615,7085,9072,7529,29654,30587,31989,32919,29022,28456
HD01_VD422,Food batchmakers,63244,64716,54655,56485,57507,59159,27101,27198,27119,27131,26743,25051
HD01_VD423,Food cooking machine operators and tenders,6230,5350,6032,5670,7122,7967,26528,26943,29500,27563,32346,27649
HD01_VD234,"Food preparation and serving related workers, all other",4658,6180,6621,3940,3410,2950,20199,20259,18287,18510,21897,21048
HD01_VD225,Food preparation workers,347692,351007,312134,302338,290644,287727,20506,20038,19113,19063,18586,18314
HD01_VD424,"Food processing workers, all other",113094,107115,103888,95533,92040,94611,31967,31329,30222,31292,30621,31400
HD01_VD230,"Food servers, nonrestaurant",76030,79506,82495,69554,61929,81656,24489,23071,23645,23025,22353,21359
HD01_VD21,Food service managers,792807,799339,775402,740359,743178,734730,38380,36830,36471,36586,36021,35935
HD01_VD337,Forest and conservation workers,9824,8844,9445,9161,8246,9394,36088,37657,32067,31045,31681,36444
HD01_VD427,"Forging machine setters, operators, and tenders, metal and plastic",6023,7310,6713,6847,7642,6590,45387,38750,40213,40969,40069,40093
HD01_VD45,Fundraisers,68581,69606,70528,63985,67564,63647,66048,60257,60078,60802,60318,58739
HD01_VD22,Funeral service managers,5733,6678,5982,5439,6089,7003,60848,58968,62196,70805,54839,71481
HD01_VD474,"Furnace, kiln, oven, drier, and kettle operators and tenders",10409,12433,10960,11333,8324,8800,42352,39520,46312,35408,41169,45816
HD01_VD462,Furniture finishers,7973,10789,9708,7639,10239,10375,31457,28713,28150,30211,28893,29962
HD01_VD286,Gaming cage workers,7661,6141,6326,6046,6719,8537,29747,26255,27460,23656,28304,25766
HD01_VD23,Gaming managers,15477,15573,14326,17294,14012,15021,55674,51822,53478,51221,48247,46045
HD01_VD245,Gaming services workers,61881,66483,66084,64709,64227,65417,39726,40077,38759,36477,35938,35779
HD01_VD03,General and operations managers,834005,820262,761445,977284,905340,866286,70686,69820,67100,73557,72439,72059
HD01_VD115,Geological and petroleum technicians,12268,16682,11704,16156,12223,13671,71250,73543,61113,61110,65939,63059
HD01_VD350,Glaziers,37172,32153,33384,30821,28131,26981,40202,39607,36785,35703,36594,37440
HD01_VD334,"Graders and sorters, agricultural products",32820,33127,34810,32773,34076,32455,21235,21434,20512,20420,20428,20078
HD01_VD431,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",38492,42811,40553,38305,40157,37542,32512,33574,35032,31843,33420,32394
HD01_VD240,Grounds maintenance workers,802064,748403,747493,728064,692884,654854,25708,25090,24570,23545,23510,23112
HD01_VD252,"Hairdressers, hairstylists, and cosmetologists",447533,433958,425183,434564,419652,386503,26146,25292,24776,24855,23141,23451
HD01_VD364,Hazardous materials removal workers,23647,24600,23523,23261,22153,23184,36733,38706,42087,39516,40220,42915
HD01_VD182,"Health diagnosing and treating practitioners, all other",13264,13144,12639,10251,10049,9374,55718,53226,45654,48175,44851,51340
HD01_VD187,Health practitioner support technologists and technicians,440607,429026,431165,350939,350257,351560,32466,31830,34036,31788,31378,30956
HD01_VD203,"Healthcare support workers, all other, including medical equipment preparers",104670,98693,88357,94391,87383,88404,30124,30366,28572,28604,28783,27765
HD01_VD441,"Heat treating equipment setters, operators, and tenders, metal and plastic",6474,5102,6883,6459,5978,7281,44329,46967,39515,40726,41205,39836
HD01_VD396,"Heating, air conditioning, and refrigeration mechanics and installers",328423,313922,285439,279902,274784,265778,45440,43178,43023,41810,41990,41970
HD01_VD392,Heavy vehicle and mobile equipment service technicians and mechanics,185817,178864,179975,178705,180231,171515,51142,51251,50234,50242,47374,46770
HD01_VD375,Helpers--extraction workers,1490,1694,4323,3690,4702,3208,55011,40138,36244,50147,38180,49787
HD01_VD411,"Helpers--installation, maintenance, and repair workers",12046,16410,15393,14156,11714,9469,31302,26547,27725,27385,25515,23698
HD01_VD489,Helpers--production workers,23695,28476,28067,25685,27421,28019,28256,27299,27463,26744,27042,26894
HD01_VD360,"Helpers, construction trades",26342,30324,28502,23274,25441,29416,26554,27034,26805,27555,25870,27882
HD01_VD365,Highway maintenance workers,84345,91845,83359,80392,81796,89248,39354,40128,38267,37416,36358,36989
HD01_VD516,Hoist and winch operators,5934,6082,5627,6973,6604,5479,50089,47994,39610,41722,48264,37133
HD01_VD397,Home appliance repairers,29270,30355,27045,29444,28874,28966,38745,41352,35922,37293,39523,37200
HD01_VD233,"Hosts and hostesses, restaurant, lounge, and coffee shop",46117,44521,40718,42666,40436,38217,19751,19298,18456,18040,17992,19652
HD01_VD298,"Hotel, motel, and resort desk clerks",85672,76390,75704,76241,73667,74822,22230,22015,21651,21564,21884,21923
HD01_VD304,"Human resources assistants, except payroll and timekeeping",41036,35349,48476,54580,56601,32534,39336,39349,38134,40081,38941,36623
HD01_VD12,Human resources managers,369518,346818,332171,307004,299871,290931,72008,71789,70814,67669,67033,67800
HD01_VD39,Human resources workers,678049,622517,625092,571108,533278,527711,57369,55712,54089,54989,54803,53078
HD01_VD398,Industrial and refractory machinery mechanics,350416,359501,320231,332142,344690,323928,51050,50598,49975,50350,48803,47156
HD01_VD86,"Industrial engineers, including health and safety",183615,179731,160051,172367,150747,152886,79761,76826,78029,75131,76067,74570
HD01_VD14,Industrial production managers,220263,224674,222929,218198,196606,197564,76077,73812,74546,72414,72312,70769
HD01_VD517,Industrial truck and tractor operators,501490,485176,446646,428059,408342,393061,32303,31800,31579,31000,31161,30602
HD01_VD307,"Information and record clerks, all other",78023,63591,73262,85226,85640,75211,37235,38533,36034,36818,36625,36248
HD01_VD62,Information security analysts,74659,62969,53003,50853,53021,44775,91119,87209,86632,84140,85708,81162
HD01_VD475,"Inspectors, testers, sorters, samplers, and weighers",666282,643756,651046,623203,619090,570089,41029,41090,40334,38673,38977,37856
HD01_VD351,Insulation workers,39022,31136,36601,34531,31738,30707,36329,37979,37270,36618,36501,36544
HD01_VD324,Insurance claims and policy processing clerks,325075,317490,298694,289881,280089,240499,37301,36838,36111,36090,36313,34444
HD01_VD268,Insurance sales agents,442385,443784,435197,429706,424842,442158,51364,50612,50441,50238,50034,49954
HD01_VD54,Insurance underwriters,98194,100406,99576,94336,94950,96615,61197,61257,59253,58402,56468,56473
HD01_VD299,"Interviewers, except eligibility and loan",85914,83520,84111,84440,82259,87989,31905,31550,32072,31180,30872,30778
HD01_VD237,Janitors and building cleaners,1553626,1480257,1532714,1519858,1493669,1470662,27742,27319,26883,26845,26421,26361
HD01_VD476,Jewelers and precious stone and metal workers,25368,27793,27267,26929,27024,23284,32523,32094,31904,33334,31948,31251
HD01_VD129,"Judges, magistrates, and other judicial workers",58544,53899,54753,55881,58341,56803,102861,101014,96222,100619,98724,102385
HD01_VD128,Judicial law clerks,10323,12429,11531,11115,11761,13890,55882,55499,61117,55545,65611,71119
HD01_VD519,"Laborers and freight, stock, and material movers, hand",1340831,1331155,1333857,1211599,1175741,1142248,30729,30536,30256,29722,29031,29229
HD01_VD432,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",8021,7178,8993,8530,8409,8986,37408,37629,41151,37227,32915,35378
HD01_VD448,Laundry and dry-cleaning workers,116109,121900,123108,111926,122353,127809,22823,22331,21818,21137,21506,21556
HD01_VD127,Lawyers,891088,879090,861223,852860,841077,840813,122073,120930,120885,120617,119731,113537
HD01_VD442,"Layout workers, metal and plastic",5546,5753,7202,6077,7747,7270,51240,43294,41710,47903,45604,41662
HD01_VD04,Legislators,13966,11383,14365,14815,12832,13720,65592,61769,71632,67155,61084,53038
HD01_VD139,Librarians,115076,108825,114109,111952,112350,111448,51429,50871,49697,48892,49099,47766
HD01_VD300,"Library assistants, clerical",32411,33081,34487,33132,33047,33910,30777,29934,30596,28558,30206,28306
HD01_VD140,Library technicians,11386,16438,12623,16163,16624,17730,31228,36316,31038,31698,30251,31243
HD01_VD188,Licensed practical and licensed vocational nurses,602316,572705,588550,442709,462923,454645,38946,38441,37020,40031,39092,39106
HD01_VD101,"Life scientists, all other",4116,10172,5315,1043,652,316,65765,72742,76852,61321,60000,87813
HD01_VD221,"Lifeguards and other recreational, and all other protective service workers",24348,22488,25901,32041,27057,33314,30979,31749,30550,30781,31645,30327
HD01_VD301,Loan interviewers and clerks,111389,101161,99022,116281,97105,99700,41419,41230,41743,39905,38895,38102
HD01_VD407,Locksmiths and safe repairers,20462,20091,17618,17151,22282,20785,42329,40304,41155,37251,38001,41216
HD01_VD500,Locomotive engineers and operators,43277,41443,46130,43391,42929,44075,85678,88235,78092,77002,75080,72162
HD01_VD24,Lodging managers,107568,111620,99057,96419,96682,91959,45875,42869,43446,41824,42433,40816
HD01_VD338,Logging workers,42033,37999,42803,45150,40895,42904,32394,32026,31746,31072,30236,31131
HD01_VD42,Logisticians,117328,118827,100957,97563,86126,90369,52260,51414,51574,52109,53034,50615
HD01_VD520,Machine feeders and offbearers,15745,18459,16791,21230,20496,20354,29485,24902,26963,25667,27452,30157
HD01_VD434,Machinists,297165,306776,325737,330090,325833,311380,46666,45930,45348,45163,43598,43094
HD01_VD238,Maids and housekeeping cleaners,790133,764870,757647,737561,722626,699169,21476,20720,20477,20422,20381,19924
HD01_VD325,"Mail clerks and mail machine operators, except postal service",53499,52602,51096,54267,60425,66247,29624,30578,30003,29276,28765,28579
HD01_VD399,"Maintenance and repair workers, general",438171,433396,455450,449977,420798,428258,44573,42367,42330,41557,41055,41042
HD01_VD400,"Maintenance workers, machinery",26300,30046,25421,23855,27368,25587,48447,47933,46228,45714,45287,42437
HD01_VD43,Management analysts,630863,601323,587570,589692,558436,522824,83080,81491,80535,80220,79884,77702
HD01_VD31,"Managers, all other",3758629,3681343,3571939,3034121,2862997,2714481,78843,76680,75766,75912,75240,72384
HD01_VD408,Manufactured building and mobile home installers,2508,4114,4358,4001,3097,4504,41394,24181,27975,30669,25425,30252
HD01_VD87,Marine engineers and naval architects,10619,10832,11931,11147,12319,10244,90840,90353,79677,81250,81523,83104
HD01_VD46,Market research analysts and marketing specialists,237008,223163,230827,230432,198931,212757,70985,67036,66945,67154,65105,65047
HD01_VD06,Marketing and sales managers,843840,819708,760335,754514,718997,678121,82357,80734,80973,78455,79228,77476
HD01_VD196,Massage therapists,67798,60133,59445,57261,55838,45699,30766,30667,29167,29253,28442,27697
HD01_VD526,"Material moving workers, all other",31072,37448,31845,33196,31495,34535,35716,36931,36333,35847,34957,32653
HD01_VD88,Materials engineers,34668,38312,29248,27975,28310,29246,81420,80694,78907,80011,75332,75593
HD01_VD72,Mathematicians,1288,2100,2335,1933,1716,2165,121912,86951,108154,79256,104274,86953
HD01_VD89,Mechanical engineers,245579,225549,220593,206515,194400,184964,84486,82760,80674,79565,79493,78626
HD01_VD25,Medical and health services managers,606615,584635,564606,546042,512535,523875,71739,70550,71440,69563,69341,67834
HD01_VD198,Medical assistants,382920,376800,371596,330718,307361,303160,30549,30085,29161,28760,28364,28321
HD01_VD189,Medical records and health information technicians,148302,143058,128111,90186,88172,84387,38273,37102,35805,31530,31295,30621
HD01_VD100,Medical scientists,116550,118091,114987,112826,111409,111051,74534,75438,71874,71375,75544,71835
HD01_VD199,Medical transcriptionists,20559,29196,27861,31868,32870,43502,33597,32279,31621,31933,32009,32336
HD01_VD477,"Medical, dental, and ophthalmic laboratory technicians",58471,61143,61289,64031,59306,64849,36146,33686,36689,33779,35596,35285
HD01_VD44,"Meeting, convention, and event planners",96349,84357,82089,78856,75660,72196,46598,46795,47698,47088,46967,46570
HD01_VD435,"Metal furnace operators, tenders, pourers, and casters",20923,21398,20557,18709,19793,19981,43427,41843,41694,45782,42963,40474
HD01_VD445,"Metal workers and plastic workers, all other",326498,336630,327533,317561,311630,294663,35076,33848,33543,32471,32462,33144
HD01_VD311,"Meter readers, utilities",22784,23586,25329,25811,25687,28345,40726,40162,37039,36555,37028,35650
HD01_VD433,"Milling and planing machine setters, operators, and tenders, metal and plastic",1798,1578,1209,2780,1664,2342,37477,30927,27193,36621,29645,35813
HD01_VD401,Millwrights,37285,37854,37508,37622,39238,37194,61877,60435,59275,60128,55772,54873
HD01_VD524,Mine shuttle car operators,732,658,1331,847,961,2196,43866,69263,65463,70594,63144,72165
HD01_VD90,"Mining and geological engineers, including mining safety engineers",8540,9279,10735,8430,11229,8128,93125,89517,101450,87279,85192,85400
HD01_VD372,Mining machine operators,41476,53986,58432,65476,56735,58723,66863,61442,61797,65453,57283,56790
HD01_VD335,Miscellaneous agricultural workers,470635,498973,479993,451767,426577,441587,25442,24083,23645,23324,22450,22228
HD01_VD418,Miscellaneous assemblers and fabricators,811317,830300,796167,766770,698668,667751,31485,31459,30860,30561,30912,30598
HD01_VD123,"Miscellaneous community and social service specialists, including health educators and community health workers",63963,65726,72471,68388,66884,73735,45512,44030,40924,41900,40293,38959
HD01_VD368,"Miscellaneous construction and related workers, including solar photovoltaic installers",44893,39573,24033,25828,25185,23321,35661,36782,40310,37308,36061,39161
HD01_VD248,Miscellaneous entertainment attendants and related workers,57391,53319,52296,47151,48716,48589,25263,24148,25353,25143,24238,25683
HD01_VD191,Miscellaneous health technologists and technicians,97277,96956,97285,90586,94223,89290,41207,40495,40935,41660,40965,40511
HD01_VD131,Miscellaneous legal support workers,126357,130165,129802,148521,158187,156663,50997,51139,50929,46748,46397,47052
HD01_VD118,"Miscellaneous life, physical, and social science technicians",127222,132230,134477,100831,104123,100733,42673,42427,42097,44561,43096,42329
HD01_VD75,Miscellaneous mathematical science occupations,3041,3951,2993,3686,2353,2316,66960,76250,71689,70370,75674,81276
HD01_VD157,Miscellaneous media and communication workers,54009,50676,44430,45120,48371,40095,42255,41667,40861,42033,38886,42172
HD01_VD158,"Miscellaneous media and communications equipment workers, including broadcast and sound engineering technicians and radio operators",70806,72286,68024,68484,62705,61983,52335,51473,51725,50514,48960,50558
HD01_VD253,Miscellaneous personal appearance workers,206248,172329,179507,159831,161209,139671,23474,21553,21574,21724,20964,20509
HD01_VD469,Miscellaneous plant and system operators,37531,42261,35897,37086,34988,33135,63780,61883,64422,61601,62324,61739
HD01_VD111,"Miscellaneous social scientists and related workers, including sociologists",24486,23218,37644,32080,33913,35415,61924,66855,53839,59540,52454,55188
HD01_VD460,"Miscellaneous textile, apparel, and furnishings workers, including extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",12112,12398,13973,10790,13236,15206,31173,28159,27055,24685,25098,24734
HD01_VD176,"Miscellaneous therapists, including exercise physiologists",107797,99352,99395,99008,96642,93720,50208,46386,46527,46743,45137,46324
HD01_VD394,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",59830,57224,52219,52737,55616,56495,30297,27209,26509,27061,26640,26060
HD01_VD465,"Miscellaneous woodworkers, including model makers and patternmakers",22665,22696,19152,17735,18198,17417,32046,32156,32078,31347,31499,33080
HD01_VD436,"Model makers and patternmakers, metal and plastic",4276,4131,4953,6061,4351,5932,49469,45616,52454,42126,46783,51322
HD01_VD273,"Models, demonstrators, and product promoters",12940,11284,15243,12335,12143,13469,31463,33742,37469,30930,31233,26651
HD01_VD437,"Molders and molding machine setters, operators, and tenders, metal and plastic",33959,34976,33297,35447,34786,37239,35532,36573,35424,36377,34729,32137
HD01_VD486,"Molders, shapers, and casters, except metal and plastic",22330,24236,22359,23056,22170,22026,32017,31261,32152,30639,31073,32769
HD01_VD250,"Morticians, undertakers, and funeral directors",30549,29202,32853,28279,32944,28045,51310,49505,50136,47219,50053,47097
HD01_VD246,Motion picture projectionists,1303,1715,1645,2083,3885,2819,48374,23859,30297,31391,21312,21731
HD01_VD499,"Motor vehicle operators, all other",17956,19406,20578,16506,19090,19930,30386,26376,26489,27418,27940,26127
HD01_VD438,"Multiple machine tool setters, operators, and tenders, metal and plastic",2097,3604,3601,2437,2680,3042,47536,38750,40328,46845,44347,35448
HD01_VD149,"Musicians, singers, and related workers",66779,65350,64044,60370,60505,59458,41300,42428,43538,42746,40489,40490
HD01_VD26,Natural sciences managers,17916,19346,15569,16766,15894,22000,92161,78026,80292,94448,91675,96472
HD01_VD68,Network and computer systems administrators,192293,190100,183110,195372,191910,206623,73483,70574,69647,67246,67154,66889
HD01_VD302,New accounts clerks,11515,14475,12498,13217,15782,19727,35639,33666,36786,34776,34796,33134
HD01_VD152,"News analysts, reporters and correspondents",57202,56131,58796,52566,55535,57131,55372,48528,53751,50711,50512,50031
HD01_VD244,Nonfarm animal caretakers,120981,122243,106483,103783,101786,88387,25210,25207,23806,24547,24743,23451
HD01_VD91,Nuclear engineers,6902,6116,5689,4813,6213,6121,95190,111462,100588,84017,91543,83205
HD01_VD116,Nuclear technicians,3432,3383,3322,3722,3524,2880,84688,71703,81607,100455,76035,75571
HD01_VD179,Nurse anesthetists,26253,22833,20026,21664,21846,21472,160522,152610,150828,147152,151903,154160
HD01_VD180,Nurse midwives,4001,4171,4490,2817,2965,1952,101552,91189,96465,90174,88203,89243
HD01_VD181,Nurse practitioners,116166,97121,92649,81140,77706,71256,100639,96461,93344,91766,90687,87473
HD01_VD193,"Nursing, psychiatric, and home health aides",1256050,1214020,1204676,1397113,1393373,1305639,26056,25743,25613,25909,25658,25243
HD01_VD170,Occupational therapists,72099,64761,62781,59239,61409,54001,70679,69738,68823,68270,67081,65475
HD01_VD194,Occupational therapy assistants and aides,13820,12756,12056,10875,9476,8968,51182,47302,46812,48814,47285,45587
